source,target,weight
Legnicka (Park Magnolia),Krzywoustego - Rynek Psie Pole,7
Legnicka (Park Magnolia),Kurkowa / Dubois,11
Legnicka (Park Magnolia),Legnicka (Park Magnolia),606
Legnicka (Park Magnolia),Legnicka / Młodych Techników,144
Legnicka (Park Magnolia),Legnicka / Wejherowska,163
Legnicka (Park Magnolia),Legnicka / Zachodnia ,277
Legnicka (Park Magnolia),Lenica - pętla tramwajowa,2
Legnicka (Park Magnolia),Lotnicza / Bajana,184
Legnicka (Park Magnolia),Lotnicza / Metalowców,81
Legnicka (Park Magnolia),Lotnicza / Na Ostatnim Groszu,259
Legnicka (Park Magnolia),Malicka / Stodolna,5
Legnicka (Park Magnolia),Mickiewicza / pętla tramwajowa,1
Legnicka (Park Magnolia),Mińska / stanisławowska,1
Legnicka (Park Magnolia),Mršgowska / Rolna,7
Legnicka (Park Magnolia),Młodych Techników,86
Legnicka (Park Magnolia),Na Grobli (PWr - Geocentrum),1
Legnicka (Park Magnolia),Na Ostatnim Groszu,147
Legnicka (Park Magnolia),Norwida / Wyspiańskiego (PWr),2
Legnicka (Park Magnolia),Nowowiejska / Górnickiego,4
Legnicka (Park Magnolia),Nowowiejska / Wyszyńskiego,2
Legnicka (Park Magnolia),Nyska / Jesionowa,3
Legnicka (Park Magnolia),Obornicka / Bałtycka,6
Legnicka (Park Magnolia),Opolska / pętla tramwajowa,3
Legnicka (Park Magnolia),Oporów (pętla tramwajowa),1
Legnicka (Park Magnolia),Osobowicka - pętla tramwajowa,2
Legnicka (Park Magnolia),Osobowicka / Ostrowska,15
Legnicka (Park Magnolia),Paprotna / Obornicka zajezdnia MPK,1
Legnicka (Park Magnolia),Pereca / Grabiszyńska,35
Legnicka (Park Magnolia),Piaskowa / w. Ducha,10
Legnicka (Park Magnolia),Pilczycka (Stadion Miejski),18
Legnicka (Park Magnolia),Pilczycka / Koszykarska,16
Legnicka (Park Magnolia),Pilczycka / Kozanowska,101
Legnicka (Park Magnolia),Piłsudskiego 13 od Jump Hall,1
Legnicka (Park Magnolia),Plac Dominikański (Galeria Dominikańska),28
Legnicka (Park Magnolia),Plac Grunwaldzki (DS Ołówek),2
Legnicka (Park Magnolia),Plac Grunwaldzki / Polaka,4
Legnicka (Park Magnolia),Plac Jana Pawła II (Akademia Muzyczna),299
Legnicka (Park Magnolia),Plac Kociuszki (Renoma),11
Legnicka (Park Magnolia),Plac Legionów,42
Legnicka (Park Magnolia),Plac Powstańców Warszawy (Muzeum Narodowe),9
Legnicka (Park Magnolia),Plac Powstańców lšskich,6
Legnicka (Park Magnolia),Plac Staszica,9
Legnicka (Park Magnolia),Plac Strzegomski / Poznańska,137
Legnicka (Park Magnolia),Plac Uniwersytecki (UWr),31
Legnicka (Park Magnolia),Plac więtego Macieja / Trzebnicka,10
Legnicka (Park Magnolia),Poleska / Litewska,1
Legnicka (Park Magnolia),Poniatowskiego / Olenicka,5
Legnicka (Park Magnolia),Popowicka,95
Legnicka (Park Magnolia),Popowicka / Niedwiedzia,89
Legnicka (Park Magnolia),Powstańcow lšskich / Aleja Hallera,14
Legnicka (Park Magnolia),Powstańców lšskich (Arkady Wrocławskie),34
Legnicka (Park Magnolia),Prochowicka / Dolnobrzeska,1
Legnicka (Park Magnolia),Promenady Wrocławskie,8
Legnicka (Park Magnolia),Przyjani,2
Legnicka (Park Magnolia),Przyjani / Karkonoska,2
Legnicka (Park Magnolia),Racławicka / Rymarska,1
Legnicka (Park Magnolia),Reymonta / Kleczkowska,9
Legnicka (Park Magnolia),Robotnicza / Fabryczna,93
Legnicka (Park Magnolia),Rogowska / Zemska,20
Legnicka (Park Magnolia),Rondo Reagana,15
Legnicka (Park Magnolia),Rynek,85
Legnicka (Park Magnolia),Sienkiewicza / Piastowska,2
Legnicka (Park Magnolia),Sienkiewicza / Wyszyńskiego,10
Legnicka (Park Magnolia),Skarbowców / Wietrzna,11
Legnicka (Park Magnolia),Solskiego / al. Piastów,1
Legnicka (Park Magnolia),Stabłowicka / Główna,4
Legnicka (Park Magnolia),Stacyjna (Dworzec Mikołajów),165
Legnicka (Park Magnolia),Stadion Olimpijski,1
Legnicka (Park Magnolia),Strachowskiego / Parafialna,1
Legnicka (Park Magnolia),Strzegomska / Estońska,72
Legnicka (Park Magnolia),Strzegomska / Rogowska,13
Legnicka (Park Magnolia),Szczęliwa (Sky Tower),17
Legnicka (Park Magnolia),Szewska / Kazimierza Wielkiego ,27
Legnicka (Park Magnolia),Tarnogajska / Klimasa,3
Legnicka (Park Magnolia),Traktatowa (przystanek kolejowy),11
Legnicka (Park Magnolia),Traugutta / Kociuszki,1
Legnicka (Park Magnolia),Traugutta / Pułaskiego,3
Legnicka (Park Magnolia),Trymanda / Mińska,12
Legnicka (Park Magnolia),Tyrmanda / Trawowa,39
Legnicka (Park Magnolia),Waniliowa / Cynamonowa,2
Legnicka (Park Magnolia),Wałbrzyska - pętla tramwajowa,1
Legnicka (Park Magnolia),Wita Stwosza / Szewska,33
Legnicka (Park Magnolia),Wojanowska / Arbuzowa,5
Legnicka (Park Magnolia),Wrocław Stadion stacja kolejowa,10
Legnicka (Park Magnolia),Wróblewskiego (ZOO),4
Legnicka (Park Magnolia),Wyszyńskiego / Szczytnicka,6
Legnicka (Park Magnolia),Zachodnia / Poznańska,122
Legnicka (Park Magnolia),Zaporoska / Gajowicka,21
Legnicka (Park Magnolia),Zaporoska / Grabiszyńska,65
Legnicka (Park Magnolia),Zaporoska / Wielka / Krucza,3
Legnicka (Park Magnolia),al. Armii Krajowej / Bardzka,1
Legnicka (Park Magnolia),al. Armii Krajowej / Borowska,17
Legnicka (Park Magnolia),al. Kochanowskiego / Kopernika,4
Legnicka (Park Magnolia),pl. Orlšt Lwowskich,99
Legnicka (Park Magnolia),pl. Powstańców Wielkopolskich,6
Legnicka (Park Magnolia),Łukasiewicza / Smoluchowskiego (PWr),1
Legnicka (Park Magnolia),lężna / Aleja Winiowa,2
Legnicka (Park Magnolia),lężna / Skierniewicka,1
Legnicka (Park Magnolia),redzka / Dolnobrzeska,2
Legnicka (Park Magnolia),rubowa / Strzegomska,196
Legnicka (Park Magnolia),widnicka / Piłsudskiego (Hotel Scandic),34
Legnicka (Park Magnolia),wieradowska (Ferio Gaj ),1
Legnicka (Park Magnolia),wieradowska / Krynicka,8
Legnicka (Park Magnolia),Żelazna / Pereca,1
Legnicka (Park Magnolia),Żernicka,3
Legnicka (Park Magnolia),Żeromskiego / Daszyńskiego,3
Legnicka (Park Magnolia),Żeromskiego / Kluczborska,3
Legnicka (Park Magnolia),Żmigrodzka / Broniewskiego,33
Legnicka (Park Magnolia),Żmigrodzka / Marino,1
Legnicka / Młodych Techników,Aleja Hallera / Mielecka,1
Legnicka / Młodych Techników,Bardzka / Piękna,2
Legnicka / Młodych Techników,Bałtycka / Żmigrodzka,3
Legnicka / Młodych Techników,Bezpieczna / Obornicka,9
Legnicka / Młodych Techników,Boguszowska / Kosmonautów,1
Legnicka / Młodych Techników,Buforowa - Vivaldiego,1
Legnicka / Młodych Techników,Bystrzycka / Idzikowskiego,1
Legnicka / Młodych Techników,Czekoladowa / Wałbrzyska,1
Legnicka / Młodych Techników,Drobnera / Dubois,36
Legnicka / Młodych Techników,Drobnera / Plac Bema,69
Legnicka / Młodych Techników,Drzewieckiego / Dedala,15
Legnicka / Młodych Techników,Dworzec Główny,55
Legnicka / Młodych Techników,Dworzec Główny południe,14
Legnicka / Młodych Techników,Dyrekcyjna / Borowska (Wroclavia),12
Legnicka / Młodych Techników,Fabryczna / Wagonowa,15
Legnicka / Młodych Techników,Fosa Miejska ,48
Legnicka / Młodych Techników,Gliniana / Gajowa,7
Legnicka / Młodych Techników,Grabiszyńska / Aleja Hallera,14
Legnicka / Młodych Techników,Grabiszyńska / Magazynierska (Corte Verona),5
Legnicka / Młodych Techników,Grabiszyńska / Stalowa,7
Legnicka / Młodych Techników,Graniczna / Strzegomska,2
Legnicka / Młodych Techników,Grochowa / Jemiołowa,3
Legnicka / Młodych Techników,Hermanowska / Kołobrzeska,3
Legnicka / Młodych Techników,Hubska / Prudnicka,1
Legnicka / Młodych Techników,Jagiełły / Dmowskiego,39
Legnicka / Młodych Techników,Janiszewskiego (PWr),4
Legnicka / Młodych Techników,Jednoci Narodowej / Wyszyńskiego,2
Legnicka / Młodych Techników,Joliot-Curie (Uwr),1
Legnicka / Młodych Techników,Kamienna / Borowska (Aquapark),15
Legnicka / Młodych Techników,Kamienna / Tomaszowska,5
Legnicka / Młodych Techników,Karwińska / Opolska,1
Legnicka / Młodych Techników,Kasprowicza / Syrokomli,4
Legnicka / Młodych Techników,Kazimierza Wielkiego (Helios),159
Legnicka / Młodych Techników,Klecińska (Wrocław Grabiszyn),1
Legnicka / Młodych Techników,Klecińska / Duńska,6
Legnicka / Młodych Techników,Komandorska / Kamienna,4
Legnicka / Młodych Techników,Komandorska / Sanocka,2
Legnicka / Młodych Techników,Kosmonautów / Fieldorfa szpital wojewódzki,6
Legnicka / Młodych Techników,Kosmonautów / Glinianki / WUWA2,6
Legnicka / Młodych Techników,Koszarowa / UWr,1
Legnicka / Młodych Techników,Kozanowska / Pilczycka,27
Legnicka / Młodych Techników,Kozanowska/Pałucka,1
Legnicka / Młodych Techników,Kołłštaja / Podwale,4
Legnicka / Młodych Techników,Kociuszki / Komuny Paryskiej / Zgodna,7
Legnicka / Młodych Techników,Kociuszki / Pułaskiego,14
Legnicka / Młodych Techników,Kraszewskiego / Trzebnicka,6
Legnicka / Młodych Techników,Krucza / Mielecka / Stalowa,1
Legnicka / Młodych Techników,Krzycka / Aleja Karkonoska (Park Południowy),2
Legnicka / Młodych Techników,Krzywoustego - Rynek Psie Pole,1
Legnicka / Młodych Techników,Krzywoustego / Korona,3
Legnicka / Młodych Techników,Księgarska / Dekarska / Zduńska,1
Legnicka / Młodych Techników,Kurkowa / Dubois,9
Legnicka / Młodych Techników,Legnicka (Park Magnolia),185
Legnicka / Młodych Techników,Legnicka / Młodych Techników,439
Legnicka / Młodych Techników,Legnicka / Wejherowska,134
Legnicka / Młodych Techników,Legnicka / Zachodnia ,122
Legnicka / Młodych Techników,Lotnicza / Bajana,51
Legnicka / Młodych Techników,Lotnicza / Metalowców,9
Legnicka / Młodych Techników,Lotnicza / Na Ostatnim Groszu,54
Legnicka / Młodych Techników,Marca Polo (Olimpia Port),2
Legnicka / Młodych Techników,Malicka / Stodolna,3
Legnicka / Młodych Techników,Mickiewicza / pętla tramwajowa,1
Legnicka / Młodych Techników,Miłoszycka / Swojczycka,1
Legnicka / Młodych Techników,Mińska / stanisławowska,3
Legnicka / Młodych Techników,Mršgowska / Rolna,1
Legnicka / Młodych Techników,Młodych Techników,291
Legnicka / Młodych Techników,Na Grobli (PWr - Geocentrum),4
Legnicka / Młodych Techników,Na Ostatnim Groszu,18
Legnicka / Młodych Techników,Norwida / Wyspiańskiego (PWr),8
Legnicka / Młodych Techników,Nowowiejska / Górnickiego,3
Legnicka / Młodych Techników,Nowowiejska / Jednoci Narodowej,2
Legnicka / Młodych Techników,Nowowiejska / Wyszyńskiego,13
Legnicka / Młodych Techników,Obornicka / Bałtycka,4
Legnicka / Młodych Techników,Olszewskiego / Spółdzielcza,2
Legnicka / Młodych Techników,Oporów (pętla tramwajowa),2
Legnicka / Młodych Techników,Osobowicka - pętla tramwajowa,1
Legnicka / Młodych Techników,Osobowicka / Ostrowska,3
Legnicka / Młodych Techników,Paprotna / Obornicka zajezdnia MPK,4
Legnicka / Młodych Techników,Partyzantów / Okrzei,2
Legnicka / Młodych Techników,Pereca / Grabiszyńska,21
Legnicka / Młodych Techników,Piaskowa / w. Ducha,18
Legnicka / Młodych Techników,Pilczycka (Stadion Miejski),6
Legnicka / Młodych Techników,Pilczycka / Koszykarska,4
Legnicka / Młodych Techników,Pilczycka / Kozanowska,5
Legnicka / Młodych Techników,Plac Dominikański (Galeria Dominikańska),58
Legnicka / Młodych Techników,Plac Grunwaldzki / Polaka,8
Legnicka / Młodych Techników,Plac Jana Pawła II (Akademia Muzyczna),108
Legnicka / Młodych Techników,Plac Kociuszki (Renoma),10
Legnicka / Młodych Techników,Plac Legionów,27
Legnicka / Młodych Techników,Plac Powstańców Warszawy (Muzeum Narodowe),5
Legnicka / Młodych Techników,Plac Powstańców lšskich,9
Legnicka / Młodych Techników,Plac Staszica,12
Legnicka / Młodych Techników,Plac Strzegomski / Poznańska,101
Legnicka / Młodych Techników,Plac Uniwersytecki (UWr),21
Legnicka / Młodych Techników,Plac więtego Macieja / Trzebnicka,9
Legnicka / Młodych Techników,Poniatowskiego / Olenicka,11
Legnicka / Młodych Techników,Popowicka,20
Legnicka / Młodych Techników,Popowicka / Niedwiedzia,49
Legnicka / Młodych Techników,Powstańcow lšskich / Aleja Hallera,7
Legnicka / Młodych Techników,Powstańców lšskich (Arkady Wrocławskie),27
Legnicka / Młodych Techników,Promenady Wrocławskie,8
Legnicka / Młodych Techników,Przyjani,2
Legnicka / Młodych Techników,Przyjani / Karkonoska,1
Legnicka / Młodych Techników,Reymonta / Kleczkowska,4
Legnicka / Młodych Techników,Robotnicza / Fabryczna,15
Legnicka / Młodych Techników,Rogowska / Zemska,4
Legnicka / Młodych Techników,Rondo Reagana,12
Legnicka / Młodych Techników,Rynek,122
Legnicka / Młodych Techników,Sienkiewicza / Piastowska,2
Legnicka / Młodych Techników,Sienkiewicza / Wyszyńskiego,1
Legnicka / Młodych Techników,Skarbowców / Wietrzna,1
Legnicka / Młodych Techników,Solskiego / al. Piastów,2
Legnicka / Młodych Techników,Stabłowicka / Główna,2
Legnicka / Młodych Techników,Stacyjna (Dworzec Mikołajów),45
Legnicka / Młodych Techników,Strachowskiego / Parafialna,1
Legnicka / Młodych Techników,Strzegomska / Estońska,24
Legnicka / Młodych Techników,Strzegomska / Rogowska,3
Legnicka / Młodych Techników,Szczęliwa (Sky Tower),20
Legnicka / Młodych Techników,Szewska / Kazimierza Wielkiego ,68
Legnicka / Młodych Techników,Tarnogajska / Klimasa,1
Legnicka / Młodych Techników,Traktatowa (przystanek kolejowy),26
Legnicka / Młodych Techników,Traugutta / Kociuszki,1
Legnicka / Młodych Techników,Traugutta / Pułaskiego,7
Legnicka / Młodych Techników,Trymanda / Mińska,3
Legnicka / Młodych Techników,Tyrmanda / Trawowa,5
Legnicka / Młodych Techników,Wita Stwosza / Szewska,65
Legnicka / Młodych Techników,Wrocław Stadion stacja kolejowa,4
Legnicka / Młodych Techników,Wróblewskiego (ZOO),4
Legnicka / Młodych Techników,Wyszyńskiego / Szczytnicka,11
Legnicka / Młodych Techników,Zachodnia / Poznańska,67
Legnicka / Młodych Techników,Zaporoska / Gajowicka,8
Legnicka / Młodych Techników,Zaporoska / Grabiszyńska,15
Legnicka / Młodych Techników,Zaporoska / Wielka / Krucza,1
Legnicka / Młodych Techników,Zwycięska / Agrestowa,2
Legnicka / Młodych Techników,al. Armii Krajowej / Bardzka,1
Legnicka / Młodych Techników,al. Armii Krajowej / Borowska,3
Legnicka / Młodych Techników,al. Armii Krajowej / Tarnogajska,2
Legnicka / Młodych Techników,al. Brücknera / Kwidzyńska,1
Legnicka / Młodych Techników,al. Kochanowskiego / Kopernika,1
Legnicka / Młodych Techników,pl. Orlšt Lwowskich,44
Legnicka / Młodych Techników,pl. Powstańców Wielkopolskich,6
Legnicka / Młodych Techników,Łukasiewicza / Smoluchowskiego (PWr),2
Legnicka / Młodych Techników,lężna / Aleja Winiowa,1
Legnicka / Młodych Techników,lężna / Kamienna (Uniw. Ekonomiczny),7
Legnicka / Młodych Techników,lężna / Skierniewicka,11
Legnicka / Młodych Techników,rubowa / Strzegomska,49
Legnicka / Młodych Techników,widnicka / Piłsudskiego (Hotel Scandic),31
Legnicka / Młodych Techników,wieradowska (Ferio Gaj ),1
Legnicka / Młodych Techników,Żelazna / Pereca,1
Legnicka / Młodych Techników,Żeromskiego / Daszyńskiego,12
Legnicka / Młodych Techników,Żeromskiego / Kluczborska,1
Legnicka / Młodych Techników,Żmigrodzka / Broniewskiego,2
Legnicka / Młodych Techników,Żmigrodzka / Marino,1
Legnicka / Wejherowska,Aleja Bielany,2
Legnicka / Wejherowska,Aleja Hallera / Mielecka,5
Legnicka / Wejherowska,Aleja Kromera,3
Legnicka / Wejherowska,Bałtycka / Żmigrodzka,1
Legnicka / Wejherowska,Bezpieczna / Obornicka,23
Legnicka / Wejherowska,Boguszowska / Kosmonautów,8
Legnicka / Wejherowska,Bystrzycka / Idzikowskiego,19
Legnicka / Wejherowska,Drobnera / Dubois,14
Legnicka / Wejherowska,Drobnera / Plac Bema,7
Legnicka / Wejherowska,Drzewieckiego / Dedala,69
Legnicka / Wejherowska,Dworzec Główny,11
Legnicka / Wejherowska,Dworzec Główny południe,2
Legnicka / Wejherowska,Fabryczna / Wagonowa,44
Legnicka / Wejherowska,Fosa Miejska ,19
Legnicka / Wejherowska,Gliniana / Gajowa,2
Legnicka / Wejherowska,Grabiszyńska / Aleja Hallera,11
Legnicka / Wejherowska,Grabiszyńska / Magazynierska (Corte Verona),2
Legnicka / Wejherowska,Grabiszyńska / Stalowa,2
Legnicka / Wejherowska,Graniczna / Strzegomska,13
Legnicka / Wejherowska,Hermanowska / Kołobrzeska,20
Legnicka / Wejherowska,Hubska / Prudnicka,3
Legnicka / Wejherowska,Jagiełły / Dmowskiego,9
Legnicka / Wejherowska,Janiszewskiego (PWr),2
Legnicka / Wejherowska,Jednoci Narodowej / Wyszyńskiego,1
Legnicka / Wejherowska,Kasprowicza / Syrokomli,4
Legnicka / Wejherowska,Kazimierza Wielkiego (Helios),68
Legnicka / Wejherowska,Klecińska / Duńska,11
Legnicka / Wejherowska,Komandorska / Kamienna,1
Legnicka / Wejherowska,Kosmonautów / Fieldorfa szpital wojewódzki,4
Legnicka / Wejherowska,Kosmonautów / Glinianki / WUWA2,52
Legnicka / Wejherowska,Koszarowa / UWr,2
Legnicka / Wejherowska,Kozanowska / Pilczycka,75
Legnicka / Wejherowska,Kozanowska/Pałucka,2
Legnicka / Wejherowska,Kociuszki / Komuny Paryskiej / Zgodna,4
Legnicka / Wejherowska,Kociuszki / Pułaskiego,8
Legnicka / Wejherowska,Krakowska / Leroy Merlin,1
Legnicka / Wejherowska,Kraszewskiego / Trzebnicka,1
Legnicka / Wejherowska,Księgarska / Dekarska / Zduńska,3
Legnicka / Wejherowska,Kurkowa / Dubois,7
Legnicka / Wejherowska,Legnicka (Park Magnolia),160
Legnicka / Wejherowska,Legnicka / Młodych Techników,65
Legnicka / Wejherowska,Legnicka / Wejherowska,438
Legnicka / Wejherowska,Legnicka / Zachodnia ,134
Legnicka / Wejherowska,Lenica - pętla tramwajowa,3
Legnicka / Wejherowska,Lotnicza / Bajana,165
Legnicka / Wejherowska,Lotnicza / Metalowców,59
Legnicka / Wejherowska,Lotnicza / Na Ostatnim Groszu,139
Legnicka / Wejherowska,Marca Polo (Olimpia Port),1
Legnicka / Wejherowska,Malicka / Stodolna,13
Legnicka / Wejherowska,Mińska / stanisławowska,1
Legnicka / Wejherowska,Mršgowska / Rolna,38
Legnicka / Wejherowska,Młodych Techników,13
Legnicka / Wejherowska,Na Ostatnim Groszu,140
Legnicka / Wejherowska,Norwida / Wyspiańskiego (PWr),1
Legnicka / Wejherowska,Nowowiejska / Górnickiego,1
Legnicka / Wejherowska,Nyska / Piękna,3
Legnicka / Wejherowska,Obornicka / Bałtycka,9
Legnicka / Wejherowska,Olszewskiego pętla tramwajowa,1
Legnicka / Wejherowska,Osobowicka - pętla tramwajowa,11
Legnicka / Wejherowska,Osobowicka / Ostrowska,55
Legnicka / Wejherowska,Paprotna / Obornicka zajezdnia MPK,5
Legnicka / Wejherowska,Pereca / Grabiszyńska,4
Legnicka / Wejherowska,Piaskowa / w. Ducha,1
Legnicka / Wejherowska,Pilczycka (Stadion Miejski),41
Legnicka / Wejherowska,Pilczycka / Koszykarska,33
Legnicka / Wejherowska,Pilczycka / Kozanowska,122
Legnicka / Wejherowska,Plac Dominikański (Galeria Dominikańska),6
Legnicka / Wejherowska,Plac Grunwaldzki (DS Ołówek),2
Legnicka / Wejherowska,Plac Jana Pawła II (Akademia Muzyczna),105
Legnicka / Wejherowska,Plac Kociuszki (Renoma),4
Legnicka / Wejherowska,Plac Legionów,2
Legnicka / Wejherowska,Plac Staszica,3
Legnicka / Wejherowska,Plac Strzegomski / Poznańska,55
Legnicka / Wejherowska,Plac Uniwersytecki (UWr),3
Legnicka / Wejherowska,Plac więtego Macieja / Trzebnicka,1
Legnicka / Wejherowska,Popowice,2
Legnicka / Wejherowska,Popowicka,51
Legnicka / Wejherowska,Popowicka / Niedwiedzia,33
Legnicka / Wejherowska,Powstańcow lšskich / Aleja Hallera,4
Legnicka / Wejherowska,Powstańców lšskich (Arkady Wrocławskie),5
Legnicka / Wejherowska,Powstańców lšskich/Orla,1
Legnicka / Wejherowska,Prochowicka / Dolnobrzeska,1
Legnicka / Wejherowska,Promenady Wrocławskie,2
Legnicka / Wejherowska,Przyjani / Karkonoska,2
Legnicka / Wejherowska,Robotnicza / Fabryczna,21
Legnicka / Wejherowska,Rogowska / Zemska,5
Legnicka / Wejherowska,Rynek,40
Legnicka / Wejherowska,Sienkiewicza / Wyszyńskiego,2
Legnicka / Wejherowska,Skarbowców / Wietrzna,1
Legnicka / Wejherowska,Solskiego / al. Piastów,2
Legnicka / Wejherowska,Stabłowicka / Główna,14
Legnicka / Wejherowska,Stacyjna (Dworzec Mikołajów),73
Legnicka / Wejherowska,Strzegomska / Estońska,44
Legnicka / Wejherowska,Strzegomska / Rogowska,6
Legnicka / Wejherowska,Szczęliwa (Sky Tower),4
Legnicka / Wejherowska,Szewska / Kazimierza Wielkiego ,10
Legnicka / Wejherowska,Traktatowa (przystanek kolejowy),14
Legnicka / Wejherowska,Traugutta / Kociuszki,1
Legnicka / Wejherowska,Traugutta / Pułaskiego,1
Legnicka / Wejherowska,Trymanda / Mińska,4
Legnicka / Wejherowska,Tyrmanda / Trawowa,3
Legnicka / Wejherowska,Waniliowa / Cynamonowa,8
Legnicka / Wejherowska,Wita Stwosza / Szewska,5
Legnicka / Wejherowska,Wojanowska / Arbuzowa,10
Legnicka / Wejherowska,Wrocław Stadion stacja kolejowa,19
Legnicka / Wejherowska,Wróblewskiego (ZOO),2
Legnicka / Wejherowska,Wyszyńskiego / Szczytnicka,5
Legnicka / Wejherowska,Zachodnia / Poznańska,33
Legnicka / Wejherowska,Zaporoska / Gajowicka,1
Legnicka / Wejherowska,Zaporoska / Grabiszyńska,3
Legnicka / Wejherowska,Zwycięska / Agrestowa,1
Legnicka / Wejherowska,al. Armii Krajowej / Borowska,2
Legnicka / Wejherowska,al. Brücknera / Kwidzyńska,1
Legnicka / Wejherowska,al. Kochanowskiego / niadeckich ,1
Legnicka / Wejherowska,pl. Orlšt Lwowskich,12
Legnicka / Wejherowska,Łukasiewicza / Smoluchowskiego (PWr),1
Legnicka / Wejherowska,rubowa / Strzegomska,30
Legnicka / Wejherowska,widnicka / Piłsudskiego (Hotel Scandic),6
Legnicka / Wejherowska,Żelazna / Pereca,1
Legnicka / Wejherowska,Żernicka,1
Legnicka / Wejherowska,Żeromskiego / Daszyńskiego,2
Legnicka / Wejherowska,Żmigrodzka / Broniewskiego,11
Legnicka / Wejherowska,Żmigrodzka / Marino,12
Legnicka / Zachodnia ,Aleja Hallera / Mielecka,7
Legnicka / Zachodnia ,Aleja Kromera,1
Legnicka / Zachodnia ,Bardzka / Piękna,2
Legnicka / Zachodnia ,Bałtycka / Żmigrodzka,19
Legnicka / Zachodnia ,Berenta / Kasprowicza,1
Legnicka / Zachodnia ,Bezpieczna / Obornicka,3
Legnicka / Zachodnia ,Boguszowska / Kosmonautów,2
