source,target,weight,lat_source,lng_source,lat_target,lng_target
179,1,2,51.10224,17.11645,51.097108064432,17.036109566689
179,76,2,51.10224,17.11645,51.104163,17.031115
179,73,2,51.10224,17.11645,51.096659,16.988566
179,27,7,51.10224,17.11645,51.109332,17.060510999999998
179,158,1,51.10224,17.11645,51.12814,17.05477
179,78,2,51.10224,17.11645,51.110342,17.02601
179,147,1,51.10224,17.11645,51.14128,17.066129999999998
179,80,4,51.10224,17.11645,51.147339,17.114520000000002
179,207,1,51.10224,17.11645,51.12776,17.10254
179,19,1,51.10224,17.11645,51.121059,16.993088
179,69,3,51.10224,17.11645,51.113141,17.012175
179,74,1,51.10224,17.11645,51.117155,17.000367999999998
179,96,155,51.10224,17.11645,51.110299,17.117854
179,159,42,51.10224,17.11645,51.11397,17.10395
179,181,5,51.10224,17.11645,51.11464,17.13042
179,85,1,51.10224,17.11645,51.063834,17.083366
179,14,2,51.10224,17.11645,51.105207,17.053675
179,28,6,51.10224,17.11645,51.107235,17.060715
179,48,7,51.10224,17.11645,51.122424,17.052013
179,137,89,51.10224,17.11645,51.10209,17.101679999999998
179,138,56,51.10224,17.11645,51.101431,17.108481
179,192,54,51.10224,17.11645,51.109457,17.097924
179,62,8,51.10224,17.11645,51.113912,17.067207
179,54,2,51.10224,17.11645,51.110415,17.055591
179,37,1,51.10224,17.11645,51.104413,17.022536
179,40,5,51.10224,17.11645,51.110001,17.047735999999997
179,22,1,51.10224,17.11645,51.091457,17.017405
179,156,1,51.10224,17.11645,51.12274,17.03061
179,44,5,51.10224,17.11645,51.113703,17.006287
179,47,2,51.10224,17.11645,51.121308,17.043077
179,17,3,51.10224,17.11645,51.111727,17.06768
179,8,17,51.10224,17.11645,51.112154,17.060451
179,52,2,51.10224,17.11645,51.115564,17.060704
179,43,1,51.10224,17.11645,51.115354,16.998732
179,203,12,51.10224,17.11645,51.118030730849,17.095563411712998
179,168,20,51.10224,17.11645,51.10666,17.142979999999998
179,113,1,51.10224,17.11645,51.08015,17.062279999999998
179,60,2,51.10224,17.11645,51.097147,17.056251
179,42,2,51.10224,17.11645,51.104571,17.048102
179,32,1,51.10224,17.11645,51.110274,17.034912
179,55,63,51.10224,17.11645,51.10411,17.084711
179,23,40,51.10224,17.11645,51.10592000000001,17.075857
179,16,2,51.10224,17.11645,51.113562051419,17.050673961639
179,59,2,51.10224,17.11645,51.097209,17.013967
179,131,5,51.10224,17.11645,51.13198,17.07945
179,140,12,51.10224,17.11645,51.11514,17.074360000000002
179,155,1,51.10224,17.11645,51.12469,17.034879999999998
179,77,37,51.10224,17.11645,51.108288,17.064884
179,57,1,51.10224,17.11645,51.089842,17.028225
179,13,1,51.10224,17.11645,51.112911,17.001360000000002
179,89,1,51.10224,17.11645,51.07692,17.041439
179,116,1,51.10224,17.11645,51.15013,17.02903
220,220,2,51.07217,17.05281,51.07217,17.05281
220,91,8,51.07217,17.05281,51.051546,17.059094
220,194,2,51.07217,17.05281,51.05864,17.057170000000006
220,152,1,51.07217,17.05281,51.06628,17.05825
220,85,1,51.07217,17.05281,51.063834,17.083366
220,170,1,51.07217,17.05281,51.08729,17.05115
220,154,1,51.07217,17.05281,51.08476,17.05309
220,33,1,51.07217,17.05281,51.103354,17.030704
220,37,1,51.07217,17.05281,51.104413,17.022536
220,10,1,51.07217,17.05281,51.086689,17.01248
220,136,1,51.07217,17.05281,51.05927,17.078770000000002
220,113,2,51.07217,17.05281,51.08015,17.062279999999998
220,163,5,51.07217,17.05281,51.08283,17.04824
220,160,4,51.07217,17.05281,51.08361,17.03523
220,89,4,51.07217,17.05281,51.07692,17.041439
220,107,1,51.07217,17.05281,51.077147,17.046785
93,66,15,51.085018,17.049193,51.089315,17.001501
93,220,1,51.085018,17.049193,51.07217,17.05281
93,93,270,51.085018,17.049193,51.085018,17.049193
93,141,1,51.085018,17.049193,51.13959000000001,17.03216
93,104,1,51.085018,17.049193,51.13833,17.06063
93,18,37,51.085018,17.049193,51.074868,17.032457
